Match_ID,Attempts_Home,Attempts_Away,Attempts_On_Target_Home,Attempts_On_Target_Away,Possession_Home,Possession_Away,Passes_Home,Passes_Away,Passing_Accuracy_Home,Passing_Accuracy_Away,Fouls_Home,Fouls_Away,Yellow_Cards_Home,Yellow_Cards_Away,Red_Cards_Home,Red_Cards_Away,Offside_Home,Offside_Away,Corners_Home,Corners_Away
13.8.2021_Mönchengladbach_Bayern_1_1,11,21,4,9,35,65,332,613,71,83,7,4,2,0,0,0,3,4,3,8
14.8.2021_Union Berlin_Leverkusen_1_1,8,16,5,3,33,67,309,633,70,85,13,5,0,1,0,0,2,2,1,6
14.8.2021_Augsburg_Hoffenheim_0_4,7,15,0,8,46,54,359,427,77,79,8,10,1,2,0,0,2,2,6,5
14.8.2021_Arminia_Freiburg_0_0,10,15,3,5,44,56,335,422,68,74,14,10,3,4,0,0,1,2,4,9
14.8.2021_Wolfsburg_Bochum_1_0,19,7,9,1,62,38,540,344,85,70,9,7,0,2,0,1,2,2,5,2
14.8.2021_VfB Stuttgart_Greuther Fürth_5_1,33,8,15,5,68,32,640,313,91,80,10,8,0,1,0,0,3,0,9,2
14.8.2021_Dortmund_Eintracht Frankfurt_5_2,13,10,7,3,61,39,591,379,84,76,5,14,0,0,0,0,4,1,7,3
15.8.2021_Mainz_RB Leipzig_1_0,8,13,2,2,28,72,241,618,58,83,10,8,1,2,0,0,2,2,5,11
15.8.2021_Köln_Hertha_3_1,14,10,5,5,60,40,447,311,79,70,18,14,4,2,0,0,2,3,4,5
20.8.2021_RB Leipzig_VfB Stuttgart_4_0,28,11,12,5,52,48,461,428,83,75,10,11,0,3,0,0,1,1,6,2
21.8.2021_Hertha_Wolfsburg_1_2,13,12,5,3,40,60,329,479,77,85,12,22,1,2,0,0,0,1,4,4
21.8.2021_Bochum_Mainz_2_0,8,15,4,3,42,58,325,428,70,75,15,20,4,3,0,0,1,1,2,7
21.8.2021_Freiburg_Dortmund_2_1,7,18,4,4,23,77,217,699,67,88,14,14,1,4,0,0,0,1,0,10
21.8.2021_Eintracht Frankfurt_Augsburg_0_0,21,4,5,0,63,37,497,303,75,58,9,10,3,3,0,0,1,2,6,1
21.8.2021_Greuther Fürth_Arminia_1_1,20,9,5,2,65,35,541,287,81,65,12,14,4,0,0,1,6,1,5,0
21.8.2021_Leverkusen_Mönchengladbach_4_0,12,11,6,6,47,53,429,479,83,84,10,11,4,2,0,0,5,2,7,3
22.8.2021_Hoffenheim_Union Berlin_2_2,7,12,3,8,65,35,602,323,83,68,9,10,1,1,0,1,2,5,6,5
22.8.2021_Bayern_Köln_3_2,18,10,6,3,58,42,545,396,81,76,14,10,1,1,0,0,0,1,3,4
27.8.2021_Dortmund_Hoffenheim_3_2,24,10,13,5,60,40,542,365,86,74,9,12,2,3,0,0,4,2,4,7
28.8.2021_VfB Stuttgart_Freiburg_2_3,17,15,7,7,65,35,546,300,83,69,10,14,2,1,0,0,1,0,8,5
28.8.2021_Mainz_Greuther Fürth_3_0,18,9,9,1,48,52,344,373,72,74,21,14,2,2,0,0,3,2,7,4
28.8.2021_Köln_Bochum_2_1,22,11,5,1,71,29,470,201,85,58,11,21,2,1,0,0,3,1,5,5
28.8.2021_Arminia_Eintracht Frankfurt_1_1,13,11,5,3,34,66,312,618,65,83,13,17,0,3,0,0,0,2,4,4
28.8.2021_Augsburg_Leverkusen_1_4,14,14,4,5,42,58,366,524,77,84,12,10,0,1,0,0,1,0,4,4
28.8.2021_Bayern_Hertha_5_0,16,7,6,3,64,36,619,360,87,77,4,5,0,0,0,0,0,3,8,3
29.8.2021_Union Berlin_Mönchengladbach_2_1,11,20,3,5,27,73,276,746,62,85,15,6,2,0,0,0,0,3,4,8
29.8.2021_Wolfsburg_RB Leipzig_1_0,8,11,2,2,47,53,376,424,75,77,13,18,4,2,0,0,3,0,7,7
11.9.2021_Leverkusen_Dortmund_3_4,11,14,5,6,42,58,373,527,78,82,10,11,4,3,0,0,1,0,4,3
11.9.2021_Union Berlin_Augsburg_0_0,16,14,5,6,61,39,495,324,82,74,10,12,1,2,0,0,1,1,6,4
11.9.2021_Freiburg_Köln_1_1,9,15,3,4,54,46,419,359,79,78,14,12,1,1,0,1,5,1,4,2
11.9.2021_Greuther Fürth_Wolfsburg_0_2,9,9,4,3,28,72,231,585,61,84,17,15,2,3,0,0,0,0,3,5
11.9.2021_Hoffenheim_Mainz_0_2,9,13,0,5,65,35,526,284,80,66,16,15,2,1,0,0,2,3,4,5
11.9.2021_RB Leipzig_Bayern_1_4,10,18,4,6,53,47,458,412,81,75,9,13,0,0,0,0,4,1,2,6
12.9.2021_Eintracht Frankfurt_VfB Stuttgart_1_1,17,9,4,3,58,42,472,361,80,67,13,12,1,3,0,1,2,1,6,6
12.9.2021_Bochum_Hertha_1_3,18,5,5,4,68,32,493,254,79,64,8,17,0,3,0,0,1,2,7,2
12.9.2021_Mönchengladbach_Arminia_3_1,18,18,4,7,65,35,609,324,87,75,10,18,1,1,0,0,2,0,3,4
17.9.2021_Hertha_Greuther Fürth_2_1,14,11,3,3,58,42,441,319,78,68,12,13,1,2,0,0,1,0,9,4
18.9.2021_Bayern_Bochum_7_0,24,5,15,0,70,30,676,297,85,72,5,9,1,1,0,0,2,5,2,2
18.9.2021_Augsburg_Mönchengladbach_1_0,5,11,1,0,28,72,231,586,64,86,12,9,1,2,0,0,5,2,2,6
18.9.2021_Mainz_Freiburg_0_0,11,7,3,1,45,55,331,397,64,71,18,16,2,1,0,0,3,1,4,4
18.9.2021_Arminia_Hoffenheim_0_0,9,16,2,3,41,59,386,541,81,82,16,2,2,1,0,0,3,1,5,6
18.9.2021_Köln_RB Leipzig_1_1,14,19,5,9,47,53,361,405,74,75,12,6,3,1,0,0,3,3,4,10
19.9.2021_VfB Stuttgart_Leverkusen_1_3,17,7,6,4,64,36,554,309,85,68,11,11,2,3,0,1,1,0,2,6
19.9.2021_Dortmund_Union Berlin_4_2,13,9,5,6,63,37,614,347,85,73,11,12,2,3,0,0,0,3,3,6
19.9.2021_Wolfsburg_Eintracht Frankfurt_1_1,14,5,6,2,61,39,498,326,76,65,14,17,2,6,0,0,4,0,7,4
24.9.2021_Greuther Fürth_Bayern_1_3,10,12,5,4,32,68,296,624,75,86,19,13,4,1,0,1,4,1,6,3
25.9.2021_Hoffenheim_Wolfsburg_3_1,11,13,3,2,51,49,411,423,80,82,13,9,2,2,0,0,0,2,5,2
25.9.2021_Union Berlin_Arminia_1_0,17,10,4,2,55,45,476,411,75,72,9,5,1,0,0,0,4,1,5,4
25.9.2021_Leverkusen_Mainz_1_0,17,14,9,5,68,32,580,275,85,66,11,12,4,3,0,0,2,3,6,3
25.9.2021_RB Leipzig_Hertha_6_0,18,4,10,2,62,38,519,327,85,73,8,19,1,3,0,0,3,4,2,1
25.9.2021_Eintracht Frankfurt_Köln_1_1,10,14,3,2,45,55,319,399,63,76,11,19,2,3,0,0,3,1,7,6
25.9.2021_Mönchengladbach_Dortmund_1_0,15,8,3,0,56,44,534,435,86,81,17,15,4,2,0,1,4,3,5,1
26.9.2021_Bochum_VfB Stuttgart_0_0,15,8,4,3,43,57,344,457,70,81,15,13,2,5,0,0,2,0,7,2
26.9.2021_Freiburg_Augsburg_3_0,18,9,8,2,61,39,491,316,82,71,10,14,0,1,0,0,2,0,6,3
1.10.2021_Köln_Greuther Fürth_3_1,18,7,8,3,68,32,470,236,80,59,16,18,1,1,0,0,1,2,8,1
2.10.2021_Hertha_Freiburg_1_2,12,11,3,5,44,56,361,457,77,81,17,15,3,0,0,0,0,5,4,9
2.10.2021_VfB Stuttgart_Hoffenheim_3_1,14,13,6,4,40,60,361,522,76,83,14,11,0,1,0,0,1,1,9,4
2.10.2021_Wolfsburg_Mönchengladbach_1_3,12,19,5,10,52,48,410,383,80,75,17,10,5,3,1,0,2,3,4,6
2.10.2021_Dortmund_Augsburg_2_1,20,6,4,3,71,29,644,258,84,58,9,16,1,3,0,0,1,4,7,3
2.10.2021_RB Leipzig_Bochum_3_0,16,9,9,2,60,40,522,345,79,70,10,16,1,1,0,0,0,6,2,3
3.10.2021_Mainz_Union Berlin_1_2,12,16,4,2,52,48,439,404,76,71,15,6,0,4,1,0,0,0,2,5
3.10.2021_Bayern_Eintracht Frankfurt_1_2,20,5,10,3,73,27,776,293,87,59,6,8,2,1,0,0,4,0,10,1
3.10.2021_Arminia_Leverkusen_0_4,10,18,2,7,33,67,314,628,74,86,13,7,4,1,0,0,2,0,2,4
15.10.2021_Hoffenheim_Köln_5_0,14,10,8,0,52,48,430,406,78,76,13,8,1,1,0,0,2,3,3,3
16.10.2021_Union Berlin_Wolfsburg_2_0,5,13,3,4,39,61,350,560,69,81,7,16,3,1,0,0,0,0,3,3
16.10.2021_Eintracht Frankfurt_Hertha_1_2,13,12,5,6,59,41,485,346,77,71,17,14,1,2,0,0,0,6,7,4
