Match_ID,Date,Matchday,Team_Home,Team_Away,Goals_Home,Goals_Away
23.10.2021_Wolfsburg_Freiburg_0_2,23.10.2021,Spieltag 9 von 34,Wolfsburg,Freiburg,0,2
23.10.2021_Hertha_Mönchengladbach_1_0,23.10.2021,Spieltag 9 von 34,Hertha,Mönchengladbach,1,0
24.10.2021_Köln_Leverkusen_2_2,24.10.2021,Spieltag 9 von 34,Köln,Leverkusen,2,2
24.10.2021_VfB Stuttgart_Union Berlin_1_1,24.10.2021,Spieltag 9 von 34,VfB Stuttgart,Union Berlin,1,1
24.10.2021_Bochum_Eintracht Frankfurt_2_0,24.10.2021,Spieltag 9 von 34,Bochum,Eintracht Frankfurt,2,0
29.10.2021_Hoffenheim_Hertha_2_0,29.10.2021,Spieltag 10 von 34,Hoffenheim,Hertha,2,0
30.10.2021_Union Berlin_Bayern_2_5,30.10.2021,Spieltag 10 von 34,Union Berlin,Bayern,2,5
30.10.2021_Dortmund_Köln_2_0,30.10.2021,Spieltag 10 von 34,Dortmund,Köln,2,0
30.10.2021_Leverkusen_Wolfsburg_0_2,30.10.2021,Spieltag 10 von 34,Leverkusen,Wolfsburg,0,2
30.10.2021_Arminia_Mainz_1_2,30.10.2021,Spieltag 10 von 34,Arminia,Mainz,1,2
30.10.2021_Freiburg_Greuther Fürth_3_1,30.10.2021,Spieltag 10 von 34,Freiburg,Greuther Fürth,3,1
30.10.2021_Eintracht Frankfurt_RB Leipzig_1_1,30.10.2021,Spieltag 10 von 34,Eintracht Frankfurt,RB Leipzig,1,1
31.10.2021_Augsburg_VfB Stuttgart_4_1,31.10.2021,Spieltag 10 von 34,Augsburg,VfB Stuttgart,4,1
31.10.2021_Mönchengladbach_Bochum_2_1,31.10.2021,Spieltag 10 von 34,Mönchengladbach,Bochum,2,1
5.11.2021_Mainz_Mönchengladbach_1_1,5.11.2021,Spieltag 11 von 34,Mainz,Mönchengladbach,1,1
6.11.2021_Bayern_Freiburg_2_1,6.11.2021,Spieltag 11 von 34,Bayern,Freiburg,2,1
6.11.2021_Bochum_Hoffenheim_2_0,6.11.2021,Spieltag 11 von 34,Bochum,Hoffenheim,2,0
6.11.2021_VfB Stuttgart_Arminia_0_1,6.11.2021,Spieltag 11 von 34,VfB Stuttgart,Arminia,0,1
6.11.2021_Wolfsburg_Augsburg_1_0,6.11.2021,Spieltag 11 von 34,Wolfsburg,Augsburg,1,0
6.11.2021_RB Leipzig_Dortmund_2_1,6.11.2021,Spieltag 11 von 34,RB Leipzig,Dortmund,2,1
7.11.2021_Hertha_Leverkusen_1_1,7.11.2021,Spieltag 11 von 34,Hertha,Leverkusen,1,1
7.11.2021_Köln_Union Berlin_2_2,7.11.2021,Spieltag 11 von 34,Köln,Union Berlin,2,2
7.11.2021_Greuther Fürth_Eintracht Frankfurt_1_2,7.11.2021,Spieltag 11 von 34,Greuther Fürth,Eintracht Frankfurt,1,2
19.11.2021_Augsburg_Bayern_2_1,19.11.2021,Spieltag 12 von 34,Augsburg,Bayern,2,1
20.11.2021_Hoffenheim_RB Leipzig_2_0,20.11.2021,Spieltag 12 von 34,Hoffenheim,RB Leipzig,2,0
20.11.2021_Arminia_Wolfsburg_2_2,20.11.2021,Spieltag 12 von 34,Arminia,Wolfsburg,2,2
20.11.2021_Leverkusen_Bochum_1_0,20.11.2021,Spieltag 12 von 34,Leverkusen,Bochum,1,0
20.11.2021_Mönchengladbach_Greuther Fürth_4_0,20.11.2021,Spieltag 12 von 34,Mönchengladbach,Greuther Fürth,4,0
20.11.2021_Dortmund_VfB Stuttgart_2_1,20.11.2021,Spieltag 12 von 34,Dortmund,VfB Stuttgart,2,1
20.11.2021_Union Berlin_Hertha_2_0,20.11.2021,Spieltag 12 von 34,Union Berlin,Hertha,2,0
21.11.2021_Freiburg_Eintracht Frankfurt_0_2,21.11.2021,Spieltag 12 von 34,Freiburg,Eintracht Frankfurt,0,2
21.11.2021_Mainz_Köln_1_1,21.11.2021,Spieltag 12 von 34,Mainz,Köln,1,1
26.11.2021_VfB Stuttgart_Mainz_2_1,26.11.2021,Spieltag 13 von 34,VfB Stuttgart,Mainz,2,1
27.11.2021_Wolfsburg_Dortmund_1_3,27.11.2021,Spieltag 13 von 34,Wolfsburg,Dortmund,1,3
27.11.2021_Hertha_Augsburg_1_1,27.11.2021,Spieltag 13 von 34,Hertha,Augsburg,1,1
27.11.2021_Bochum_Freiburg_2_1,27.11.2021,Spieltag 13 von 34,Bochum,Freiburg,2,1
27.11.2021_Köln_Mönchengladbach_4_1,27.11.2021,Spieltag 13 von 34,Köln,Mönchengladbach,4,1
27.11.2021_Greuther Fürth_Hoffenheim_3_6,27.11.2021,Spieltag 13 von 34,Greuther Fürth,Hoffenheim,3,6
27.11.2021_Bayern_Arminia_1_0,27.11.2021,Spieltag 13 von 34,Bayern,Arminia,1,0
28.11.2021_Eintracht Frankfurt_Union Berlin_2_1,28.11.2021,Spieltag 13 von 34,Eintracht Frankfurt,Union Berlin,2,1
28.11.2021_RB Leipzig_Leverkusen_1_3,28.11.2021,Spieltag 13 von 34,RB Leipzig,Leverkusen,1,3
3.12.2021_Union Berlin_RB Leipzig_2_1,3.12.2021,Spieltag 14 von 34,Union Berlin,RB Leipzig,2,1
4.12.2021_Hoffenheim_Eintracht Frankfurt_3_2,4.12.2021,Spieltag 14 von 34,Hoffenheim,Eintracht Frankfurt,3,2
4.12.2021_Augsburg_Bochum_2_3,4.12.2021,Spieltag 14 von 34,Augsburg,Bochum,2,3
4.12.2021_Leverkusen_Greuther Fürth_7_1,4.12.2021,Spieltag 14 von 34,Leverkusen,Greuther Fürth,7,1
4.12.2021_Arminia_Köln_1_1,4.12.2021,Spieltag 14 von 34,Arminia,Köln,1,1
4.12.2021_Mainz_Wolfsburg_3_0,4.12.2021,Spieltag 14 von 34,Mainz,Wolfsburg,3,0
4.12.2021_Dortmund_Bayern_2_3,4.12.2021,Spieltag 14 von 34,Dortmund,Bayern,2,3
5.12.2021_VfB Stuttgart_Hertha_2_2,5.12.2021,Spieltag 14 von 34,VfB Stuttgart,Hertha,2,2
5.12.2021_Mönchengladbach_Freiburg_0_6,5.12.2021,Spieltag 14 von 34,Mönchengladbach,Freiburg,0,6
10.12.2021_Köln_Augsburg_0_2,10.12.2021,Spieltag 15 von 34,Köln,Augsburg,0,2
11.12.2021_Hertha_Arminia_2_0,11.12.2021,Spieltag 15 von 34,Hertha,Arminia,2,0
11.12.2021_Bochum_Dortmund_1_1,11.12.2021,Spieltag 15 von 34,Bochum,Dortmund,1,1
11.12.2021_Bayern_Mainz_2_1,11.12.2021,Spieltag 15 von 34,Bayern,Mainz,2,1
11.12.2021_Freiburg_Hoffenheim_1_2,11.12.2021,Spieltag 15 von 34,Freiburg,Hoffenheim,1,2
11.12.2021_RB Leipzig_Mönchengladbach_4_1,11.12.2021,Spieltag 15 von 34,RB Leipzig,Mönchengladbach,4,1
11.12.2021_Wolfsburg_VfB Stuttgart_0_2,11.12.2021,Spieltag 15 von 34,Wolfsburg,VfB Stuttgart,0,2
12.12.2021_Greuther Fürth_Union Berlin_1_0,12.12.2021,Spieltag 15 von 34,Greuther Fürth,Union Berlin,1,0
12.12.2021_Eintracht Frankfurt_Leverkusen_5_2,12.12.2021,Spieltag 15 von 34,Eintracht Frankfurt,Leverkusen,5,2
14.12.2021_VfB Stuttgart_Bayern_0_5,14.12.2021,Spieltag 16 von 34,VfB Stuttgart,Bayern,0,5
14.12.2021_Wolfsburg_Köln_2_3,14.12.2021,Spieltag 16 von 34,Wolfsburg,Köln,2,3
14.12.2021_Mainz_Hertha_4_0,14.12.2021,Spieltag 16 von 34,Mainz,Hertha,4,0
14.12.2021_Arminia_Bochum_2_0,14.12.2021,Spieltag 16 von 34,Arminia,Bochum,2,0
15.12.2021_Mönchengladbach_Eintracht Frankfurt_2_3,15.12.2021,Spieltag 16 von 34,Mönchengladbach,Eintracht Frankfurt,2,3
15.12.2021_Union Berlin_Freiburg_0_0,15.12.2021,Spieltag 16 von 34,Union Berlin,Freiburg,0,0
15.12.2021_Dortmund_Greuther Fürth_3_0,15.12.2021,Spieltag 16 von 34,Dortmund,Greuther Fürth,3,0
15.12.2021_Leverkusen_Hoffenheim_2_2,15.12.2021,Spieltag 16 von 34,Leverkusen,Hoffenheim,2,2
15.12.2021_Augsburg_RB Leipzig_1_1,15.12.2021,Spieltag 16 von 34,Augsburg,RB Leipzig,1,1
17.12.2021_Bayern_Wolfsburg_4_0,17.12.2021,Spieltag 17 von 34,Bayern,Wolfsburg,4,0
18.12.2021_Eintracht Frankfurt_Mainz_1_0,18.12.2021,Spieltag 17 von 34,Eintracht Frankfurt,Mainz,1,0
18.12.2021_Hoffenheim_Mönchengladbach_1_1,18.12.2021,Spieltag 17 von 34,Hoffenheim,Mönchengladbach,1,1
18.12.2021_Greuther Fürth_Augsburg_0_0,18.12.2021,Spieltag 17 von 34,Greuther Fürth,Augsburg,0,0
18.12.2021_RB Leipzig_Arminia_0_2,18.12.2021,Spieltag 17 von 34,RB Leipzig,Arminia,0,2
18.12.2021_Bochum_Union Berlin_0_1,18.12.2021,Spieltag 17 von 34,Bochum,Union Berlin,0,1
18.12.2021_Hertha_Dortmund_3_2,18.12.2021,Spieltag 17 von 34,Hertha,Dortmund,3,2
19.12.2021_Freiburg_Leverkusen_2_1,19.12.2021,Spieltag 17 von 34,Freiburg,Leverkusen,2,1
19.12.2021_Köln_VfB Stuttgart_1_0,19.12.2021,Spieltag 17 von 34,Köln,VfB Stuttgart,1,0
7.1.2022_Bayern_Mönchengladbach_1_2,7.1.2022,Spieltag 18 von 34,Bayern,Mönchengladbach,1,2
8.1.2022_RB Leipzig_Mainz_4_1,8.1.2022,Spieltag 18 von 34,RB Leipzig,Mainz,4,1
8.1.2022_Leverkusen_Union Berlin_2_2,8.1.2022,Spieltag 18 von 34,Leverkusen,Union Berlin,2,2
8.1.2022_Hoffenheim_Augsburg_3_1,8.1.2022,Spieltag 18 von 34,Hoffenheim,Augsburg,3,1
8.1.2022_Freiburg_Arminia_2_2,8.1.2022,Spieltag 18 von 34,Freiburg,Arminia,2,2
8.1.2022_Greuther Fürth_VfB Stuttgart_0_0,8.1.2022,Spieltag 18 von 34,Greuther Fürth,VfB Stuttgart,0,0
8.1.2022_Eintracht Frankfurt_Dortmund_2_3,8.1.2022,Spieltag 18 von 34,Eintracht Frankfurt,Dortmund,2,3
9.1.2022_Hertha_Köln_1_3,9.1.2022,Spieltag 18 von 34,Hertha,Köln,1,3
9.1.2022_Bochum_Wolfsburg_1_0,9.1.2022,Spieltag 18 von 34,Bochum,Wolfsburg,1,0
14.1.2022_Dortmund_Freiburg_5_1,14.1.2022,Spieltag 19 von 34,Dortmund,Freiburg,5,1
15.1.2022_Köln_Bayern_0_4,15.1.2022,Spieltag 19 von 34,Köln,Bayern,0,4
15.1.2022_Union Berlin_Hoffenheim_2_1,15.1.2022,Spieltag 19 von 34,Union Berlin,Hoffenheim,2,1
15.1.2022_Wolfsburg_Hertha_0_0,15.1.2022,Spieltag 19 von 34,Wolfsburg,Hertha,0,0
15.1.2022_Mainz_Bochum_1_0,15.1.2022,Spieltag 19 von 34,Mainz,Bochum,1,0
15.1.2022_VfB Stuttgart_RB Leipzig_0_2,15.1.2022,Spieltag 19 von 34,VfB Stuttgart,RB Leipzig,0,2
15.1.2022_Mönchengladbach_Leverkusen_1_2,15.1.2022,Spieltag 19 von 34,Mönchengladbach,Leverkusen,1,2
16.1.2022_Augsburg_Eintracht Frankfurt_1_1,16.1.2022,Spieltag 19 von 34,Augsburg,Eintracht Frankfurt,1,1
16.1.2022_Arminia_Greuther Fürth_2_2,16.1.2022,Spieltag 19 von 34,Arminia,Greuther Fürth,2,2
21.1.2022_Eintracht Frankfurt_Arminia_0_2,21.1.2022,Spieltag 20 von 34,Eintracht Frankfurt,Arminia,0,2
22.1.2022_Mönchengladbach_Union Berlin_1_2,22.1.2022,Spieltag 20 von 34,Mönchengladbach,Union Berlin,1,2
22.1.2022_Greuther Fürth_Mainz_2_1,22.1.2022,Spieltag 20 von 34,Greuther Fürth,Mainz,2,1
22.1.2022_Freiburg_VfB Stuttgart_2_0,22.1.2022,Spieltag 20 von 34,Freiburg,VfB Stuttgart,2,0
22.1.2022_Hoffenheim_Dortmund_2_3,22.1.2022,Spieltag 20 von 34,Hoffenheim,Dortmund,2,3
22.1.2022_Leverkusen_Augsburg_5_1,22.1.2022,Spieltag 20 von 34,Leverkusen,Augsburg,5,1
22.1.2022_Bochum_Köln_2_2,22.1.2022,Spieltag 20 von 34,Bochum,Köln,2,2
23.1.2022_RB Leipzig_Wolfsburg_2_0,23.1.2022,Spieltag 20 von 34,RB Leipzig,Wolfsburg,2,0
23.1.2022_Hertha_Bayern_1_4,23.1.2022,Spieltag 20 von 34,Hertha,Bayern,1,4
4.2.2022_Hertha_Bochum_1_1,4.2.2022,Spieltag 21 von 34,Hertha,Bochum,1,1
5.2.2022_Augsburg_Union Berlin_2_0,5.2.2022,Spieltag 21 von 34,Augsburg,Union Berlin,2,0
5.2.2022_Mainz_Hoffenheim_2_0,5.2.2022,Spieltag 21 von 34,Mainz,Hoffenheim,2,0
5.2.2022_Arminia_Mönchengladbach_1_1,5.2.2022,Spieltag 21 von 34,Arminia,Mönchengladbach,1,1
5.2.2022_Köln_Freiburg_1_0,5.2.2022,Spieltag 21 von 34,Köln,Freiburg,1,0
5.2.2022_VfB Stuttgart_Eintracht Frankfurt_2_3,5.2.2022,Spieltag 21 von 34,VfB Stuttgart,Eintracht Frankfurt,2,3
5.2.2022_Bayern_RB Leipzig_3_2,5.2.2022,Spieltag 21 von 34,Bayern,RB Leipzig,3,2
6.2.2022_Dortmund_Leverkusen_2_5,6.2.2022,Spieltag 21 von 34,Dortmund,Leverkusen,2,5
6.2.2022_Wolfsburg_Greuther Fürth_4_1,6.2.2022,Spieltag 21 von 34,Wolfsburg,Greuther Fürth,4,1
11.2.2022_RB Leipzig_Köln_3_1,11.2.2022,Spieltag 22 von 34,RB Leipzig,Köln,3,1
12.2.2022_Bochum_Bayern_4_2,12.2.2022,Spieltag 22 von 34,Bochum,Bayern,4,2
12.2.2022_Freiburg_Mainz_1_1,12.2.2022,Spieltag 22 von 34,Freiburg,Mainz,1,1
12.2.2022_Greuther Fürth_Hertha_2_1,12.2.2022,Spieltag 22 von 34,Greuther Fürth,Hertha,2,1
12.2.2022_Mönchengladbach_Augsburg_3_2,12.2.2022,Spieltag 22 von 34,Mönchengladbach,Augsburg,3,2
12.2.2022_Eintracht Frankfurt_Wolfsburg_0_2,12.2.2022,Spieltag 22 von 34,Eintracht Frankfurt,Wolfsburg,0,2
12.2.2022_Leverkusen_VfB Stuttgart_4_2,12.2.2022,Spieltag 22 von 34,Leverkusen,VfB Stuttgart,4,2
13.2.2022_Union Berlin_Dortmund_0_3,13.2.2022,Spieltag 22 von 34,Union Berlin,Dortmund,0,3
13.2.2022_Hoffenheim_Arminia_2_0,13.2.2022,Spieltag 22 von 34,Hoffenheim,Arminia,2,0
18.2.2022_Mainz_Leverkusen_3_2,18.2.2022,Spieltag 23 von 34,Mainz,Leverkusen,3,2
19.2.2022_Augsburg_Freiburg_1_2,19.2.2022,Spieltag 23 von 34,Augsburg,Freiburg,1,2
19.2.2022_Wolfsburg_Hoffenheim_1_2,19.2.2022,Spieltag 23 von 34,Wolfsburg,Hoffenheim,1,2
19.2.2022_Arminia_Union Berlin_1_0,19.2.2022,Spieltag 23 von 34,Arminia,Union Berlin,1,0
19.2.2022_VfB Stuttgart_Bochum_1_1,19.2.2022,Spieltag 23 von 34,VfB Stuttgart,Bochum,1,1
19.2.2022_Köln_Eintracht Frankfurt_1_0,19.2.2022,Spieltag 23 von 34,Köln,Eintracht Frankfurt,1,0
20.2.2022_Bayern_Greuther Fürth_4_1,20.2.2022,Spieltag 23 von 34,Bayern,Greuther Fürth,4,1
20.2.2022_Dortmund_Mönchengladbach_6_0,20.2.2022,Spieltag 23 von 34,Dortmund,Mönchengladbach,6,0
20.2.2022_Hertha_RB Leipzig_1_6,20.2.2022,Spieltag 23 von 34,Hertha,RB Leipzig,1,6
25.2.2022_Hoffenheim_VfB Stuttgart_2_1,25.2.2022,Spieltag 24 von 34,Hoffenheim,VfB Stuttgart,2,1
26.2.2022_Greuther Fürth_Köln_1_1,26.2.2022,Spieltag 24 von 34,Greuther Fürth,Köln,1,1
26.2.2022_Freiburg_Hertha_3_0,26.2.2022,Spieltag 24 von 34,Freiburg,Hertha,3,0
26.2.2022_Leverkusen_Arminia_3_0,26.2.2022,Spieltag 24 von 34,Leverkusen,Arminia,3,0
26.2.2022_Mönchengladbach_Wolfsburg_2_2,26.2.2022,Spieltag 24 von 34,Mönchengladbach,Wolfsburg,2,2
26.2.2022_Union Berlin_Mainz_3_1,26.2.2022,Spieltag 24 von 34,Union Berlin,Mainz,3,1
26.2.2022_Eintracht Frankfurt_Bayern_0_1,26.2.2022,Spieltag 24 von 34,Eintracht Frankfurt,Bayern,0,1
27.2.2022_Bochum_RB Leipzig_0_1,27.2.2022,Spieltag 24 von 34,Bochum,RB Leipzig,0,1
27.2.2022_Augsburg_Dortmund_1_1,27.2.2022,Spieltag 24 von 34,Augsburg,Dortmund,1,1
4.3.2022_Arminia_Augsburg_0_1,4.3.2022,Spieltag 25 von 34,Arminia,Augsburg,0,1
5.3.2022_Wolfsburg_Union Berlin_1_0,5.3.2022,Spieltag 25 von 34,Wolfsburg,Union Berlin,1,0
5.3.2022_Bochum_Greuther Fürth_2_1,5.3.2022,Spieltag 25 von 34,Bochum,Greuther Fürth,2,1
5.3.2022_Hertha_Eintracht Frankfurt_1_4,5.3.2022,Spieltag 25 von 34,Hertha,Eintracht Frankfurt,1,4
5.3.2022_Bayern_Leverkusen_1_1,5.3.2022,Spieltag 25 von 34,Bayern,Leverkusen,1,1
5.3.2022_RB Leipzig_Freiburg_1_1,5.3.2022,Spieltag 25 von 34,RB Leipzig,Freiburg,1,1
5.3.2022_VfB Stuttgart_Mönchengladbach_3_2,5.3.2022,Spieltag 25 von 34,VfB Stuttgart,Mönchengladbach,3,2
6.3.2022_Köln_Hoffenheim_0_1,6.3.2022,Spieltag 25 von 34,Köln,Hoffenheim,0,1
12.3.2022_Hoffenheim_Bayern_1_1,12.3.2022,Spieltag 26 von 34,Hoffenheim,Bayern,1,1
