,Date,Matchday,Team_Home,Team_Away,Goals_Home,Goals_Away,Attempts_Home,Attempts_Away,Attempts_On_Target_Home,Attempts_On_Target_Away,Possession_Home,Possession_Away,Passes_Home,Passes_Away,Passing_Accuracy_Home,Passing_Accuracy_Away,Fouls_Home,Fouls_Away,Yellow_Cards_Home,Yellow_Cards_Away,Red_Cards_Home,Red_Cards_Away,Offside_Home,Offside_Away,Corners_Home,Corners_Away
102,25.11.2023,Spieltag 12 von 34,Wolfsburg,RB Leipzig,2,1,10,25,4,9,36,64,339,591,76,85,17,12,4,2,0,0,0,4,1,12
103,25.11.2023,Spieltag 12 von 34,Union Berlin,Augsburg,1,1,15,11,6,2,62,38,556,346,83,71,10,15,2,2,0,0,3,2,3,4
104,25.11.2023,Spieltag 12 von 34,Dortmund,Mönchengladbach,4,2,23,10,13,3,52,48,529,488,86,85,11,11,1,2,0,0,1,1,5,4
105,25.11.2023,Spieltag 12 von 34,Eintracht Frankfurt,VfB Stuttgart,1,2,14,11,1,5,58,42,600,443,83,82,14,8,0,1,0,0,0,4,4,2
106,26.11.2023,Spieltag 12 von 34,Heidenheim,Bochum,0,0,9,10,3,2,48,52,402,424,70,73,14,7,4,3,0,0,4,3,6,5
107,26.11.2023,Spieltag 12 von 34,Hoffenheim,Mainz,1,1,15,14,4,5,54,46,522,456,80,76,9,14,4,4,0,0,0,1,4,5
108,1.12.2023,Spieltag 13 von 34,Darmstadt 98,Köln,0,1,11,12,2,6,45,55,370,443,76,81,12,12,1,3,0,0,3,3,1,6
109,2.12.2023,Spieltag 13 von 34,Bochum,Wolfsburg,3,1,20,16,8,6,43,57,351,460,76,74,14,13,6,2,0,0,2,0,6,6
110,2.12.2023,Spieltag 13 von 34,RB Leipzig,Heidenheim,2,1,23,7,8,1,71,29,713,295,88,63,13,16,2,2,0,0,3,0,5,3
111,2.12.2023,Spieltag 13 von 34,Mönchengladbach,Hoffenheim,2,1,9,19,3,5,49,51,473,486,83,86,11,15,2,2,0,0,1,2,6,3
112,2.12.2023,Spieltag 13 von 34,VfB Stuttgart,Werder Bremen,2,0,19,12,6,3,58,42,596,423,88,80,6,9,1,0,0,0,4,1,6,7
113,3.12.2023,Spieltag 13 von 34,Mainz,Freiburg,0,1,20,13,5,5,61,39,535,351,78,68,16,11,1,1,0,0,1,0,14,3
114,3.12.2023,Spieltag 13 von 34,Leverkusen,Dortmund,1,1,23,6,6,2,69,31,656,314,87,73,12,12,3,2,0,0,4,0,16,1
115,3.12.2023,Spieltag 13 von 34,Augsburg,Eintracht Frankfurt,2,1,8,14,4,6,34,66,340,652,75,83,9,11,1,1,0,0,7,2,2,4
116,8.12.2023,Spieltag 14 von 34,Hoffenheim,Bochum,3,1,17,22,7,5,41,59,364,501,71,80,17,11,3,2,0,0,0,1,4,5
117,9.12.2023,Spieltag 14 von 34,Heidenheim,Darmstadt 98,3,2,16,20,7,7,44,56,328,426,64,73,17,13,2,2,0,0,1,0,8,3
118,9.12.2023,Spieltag 14 von 34,Wolfsburg,Freiburg,0,1,10,4,2,1,59,41,553,390,84,78,11,16,1,4,0,0,3,2,5,3
119,9.12.2023,Spieltag 14 von 34,Eintracht Frankfurt,Bayern,5,1,14,20,6,4,35,65,370,674,77,90,8,7,1,2,0,0,0,2,1,9
120,9.12.2023,Spieltag 14 von 34,Werder Bremen,Augsburg,2,0,14,11,5,1,48,52,432,459,80,83,13,9,1,2,0,0,2,2,5,2
121,9.12.2023,Spieltag 14 von 34,Union Berlin,Mönchengladbach,3,1,16,11,6,3,37,63,352,589,72,81,9,8,1,3,0,0,3,1,6,7
122,9.12.2023,Spieltag 14 von 34,Dortmund,RB Leipzig,2,3,18,26,6,8,54,46,560,485,83,82,6,11,1,3,1,0,1,4,6,6
123,10.12.2023,Spieltag 14 von 34,VfB Stuttgart,Leverkusen,1,1,22,18,12,5,52,48,568,519,87,86,8,7,1,1,0,0,0,3,8,8
124,10.12.2023,Spieltag 14 von 34,Köln,Mainz,0,0,5,13,3,5,54,46,521,447,81,77,10,10,2,4,0,0,0,1,1,7
125,15.12.2023,Spieltag 15 von 34,Mönchengladbach,Werder Bremen,2,2,14,12,4,5,51,49,546,527,85,82,10,12,4,2,0,0,4,1,4,3
126,16.12.2023,Spieltag 15 von 34,Darmstadt 98,Wolfsburg,0,1,13,11,4,2,65,35,586,320,86,74,16,10,2,0,0,1,0,0,7,7
127,16.12.2023,Spieltag 15 von 34,Bochum,Union Berlin,3,0,22,9,7,2,49,51,397,403,74,76,12,13,2,2,0,0,2,2,6,4
128,16.12.2023,Spieltag 15 von 34,Augsburg,Dortmund,1,1,20,24,3,7,36,64,332,604,75,86,13,4,2,1,0,0,1,1,4,7
129,16.12.2023,Spieltag 15 von 34,Mainz,Heidenheim,0,1,19,6,4,2,66,34,490,275,74,53,9,20,3,3,0,0,1,1,8,1
130,16.12.2023,Spieltag 15 von 34,RB Leipzig,Hoffenheim,3,1,22,9,10,4,58,42,517,383,86,83,11,9,3,2,0,0,2,0,9,2
131,17.12.2023,Spieltag 15 von 34,Freiburg,Köln,2,0,22,7,7,1,53,47,492,455,82,79,13,10,1,2,0,1,0,3,5,2
132,17.12.2023,Spieltag 15 von 34,Leverkusen,Eintracht Frankfurt,3,0,14,4,5,2,61,39,734,470,88,82,4,13,1,1,0,0,5,1,5,5
133,17.12.2023,Spieltag 15 von 34,Bayern,VfB Stuttgart,3,0,17,6,8,2,37,63,409,708,83,90,7,8,0,3,0,0,4,0,6,2
134,19.12.2023,Spieltag 16 von 34,Werder Bremen,RB Leipzig,1,1,11,17,2,8,44,56,427,535,81,84,15,9,4,2,0,0,3,2,1,4
135,19.12.2023,Spieltag 16 von 34,Dortmund,Mainz,1,1,22,11,7,6,66,34,643,339,84,73,11,14,0,4,0,0,1,5,6,1
136,19.12.2023,Spieltag 16 von 34,Hoffenheim,Darmstadt 98,3,3,14,15,4,3,44,56,394,513,79,83,9,15,2,4,0,0,0,1,8,3
137,20.12.2023,Spieltag 16 von 34,Union Berlin,Köln,2,0,11,16,7,7,39,61,363,553,74,85,10,7,0,0,0,0,2,1,4,5
138,20.12.2023,Spieltag 16 von 34,Eintracht Frankfurt,Mönchengladbach,2,1,,,,,,,,,,,,,,,,,,,,
139,20.12.2023,Spieltag 16 von 34,Heidenheim,Freiburg,3,2,15,11,3,4,53,47,456,414,80,75,20,12,3,4,0,0,2,0,7,4
140,20.12.2023,Spieltag 16 von 34,VfB Stuttgart,Augsburg,3,0,17,6,8,4,66,34,626,318,87,77,8,14,0,4,0,0,3,2,4,4
141,20.12.2023,Spieltag 16 von 34,Leverkusen,Bochum,4,0,16,6,8,1,70,30,747,335,87,69,7,12,0,2,0,0,5,2,4,3
142,20.12.2023,Spieltag 16 von 34,Wolfsburg,Bayern,1,2,5,21,4,8,39,61,423,651,81,88,15,12,4,2,0,0,1,0,0,6
143,12.1.2024,Spieltag 17 von 34,Bayern,Hoffenheim,3,0,27,11,11,4,62,38,645,400,90,81,8,6,1,1,0,1,2,0,11,2
144,13.1.2024,Spieltag 17 von 34,Freiburg,Union Berlin,0,0,13,9,3,4,57,43,610,476,86,81,7,9,0,2,0,0,4,1,4,3
145,13.1.2024,Spieltag 17 von 34,Mainz,Wolfsburg,1,1,11,9,2,4,52,48,462,446,79,76,21,16,3,4,0,0,1,3,7,3
146,13.1.2024,Spieltag 17 von 34,Augsburg,Leverkusen,0,1,3,24,0,6,24,76,251,784,76,90,11,4,3,1,0,0,4,3,0,12
147,13.1.2024,Spieltag 17 von 34,RB Leipzig,Eintracht Frankfurt,0,1,31,5,8,1,63,37,631,381,86,77,9,16,0,2,0,0,4,3,15,4
148,13.1.2024,Spieltag 17 von 34,Köln,Heidenheim,1,1,14,9,5,2,52,48,434,421,83,76,12,11,3,1,0,0,1,0,9,6
149,13.1.2024,Spieltag 17 von 34,Darmstadt 98,Dortmund,0,3,11,17,2,8,47,53,450,511,77,81,10,13,1,3,0,0,2,1,3,4
150,14.1.2024,Spieltag 17 von 34,Bochum,Werder Bremen,1,1,14,16,4,3,48,52,376,391,72,74,14,14,6,5,0,0,4,3,3,4
151,14.1.2024,Spieltag 17 von 34,Mönchengladbach,VfB Stuttgart,3,1,8,15,4,2,28,72,344,854,73,88,7,11,3,3,0,0,4,0,0,3
152,20.1.2024,Spieltag 18 von 34,Darmstadt 98,Eintracht Frankfurt,2,2,12,8,3,4,49,51,540,576,84,85,11,7,1,1,0,0,3,1,4,1
153,20.1.2024,Spieltag 18 von 34,Köln,Dortmund,0,4,19,11,5,7,38,62,379,635,81,88,16,7,2,2,0,0,1,2,13,4
154,20.1.2024,Spieltag 18 von 34,Freiburg,Hoffenheim,3,2,18,16,9,4,43,57,363,480,76,81,18,10,1,3,1,0,1,1,2,2
155,20.1.2024,Spieltag 18 von 34,Bochum,VfB Stuttgart,1,0,6,19,1,5,37,63,295,496,62,76,16,16,5,3,0,0,4,1,1,7
156,20.1.2024,Spieltag 18 von 34,Heidenheim,Wolfsburg,1,1,12,13,3,3,52,48,500,470,76,78,11,10,0,1,0,0,2,1,4,2
157,20.1.2024,Spieltag 18 von 34,RB Leipzig,Leverkusen,2,3,10,18,6,5,39,61,431,646,80,89,11,13,2,3,0,0,1,1,1,9
158,21.1.2024,Spieltag 18 von 34,Bayern,Werder Bremen,0,1,22,8,7,3,69,31,687,323,90,76,12,7,2,1,0,0,2,1,10,2
159,21.1.2024,Spieltag 18 von 34,Mönchengladbach,Augsburg,1,2,18,15,4,7,56,44,504,401,83,80,10,20,1,2,0,0,2,1,5,7
160,24.1.2024,Spieltag 13 von 34,Bayern,Union Berlin,1,0,22,4,10,1,73,27,747,283,91,75,5,9,2,4,0,0,4,0,12,1
161,26.1.2024,Spieltag 19 von 34,Eintracht Frankfurt,Mainz,1,0,11,7,3,0,56,44,591,459,81,76,10,12,2,1,0,0,0,4,2,1
162,27.1.2024,Spieltag 19 von 34,VfB Stuttgart,RB Leipzig,5,2,18,4,9,2,55,45,553,472,84,83,9,11,1,4,0,0,1,3,9,3
163,27.1.2024,Spieltag 19 von 34,Hoffenheim,Heidenheim,1,1,23,14,7,3,68,32,648,313,83,67,11,13,4,0,0,0,2,1,9,5
164,27.1.2024,Spieltag 19 von 34,Augsburg,Bayern,2,3,15,13,7,4,40,60,369,556,81,86,12,11,2,6,0,0,4,2,4,5
165,27.1.2024,Spieltag 19 von 34,Werder Bremen,Freiburg,3,1,14,7,3,4,42,58,421,589,75,83,14,12,2,1,0,0,0,0,5,5
166,27.1.2024,Spieltag 19 von 34,Wolfsburg,Köln,1,1,14,6,4,2,53,47,448,408,78,77,17,12,5,3,0,0,0,4,6,3
167,27.1.2024,Spieltag 19 von 34,Leverkusen,Mönchengladbach,0,0,28,4,9,3,75,25,947,325,92,77,15,6,3,1,0,0,1,2,8,2
168,28.1.2024,Spieltag 19 von 34,Union Berlin,Darmstadt 98,1,0,21,16,6,1,49,51,441,446,85,77,13,9,3,2,0,0,3,0,4,3
169,28.1.2024,Spieltag 19 von 34,Dortmund,Bochum,3,1,19,11,6,4,65,35,528,288,80,70,10,17,1,3,0,0,1,5,8,4
