,features,n_estimators,max_depth,min_samples_split,min_samples_leaf,train_acc,val_acc,train_f1,val_f1,train_mse,val_mse,train_r2,val_r2
373,all_features,200,10.0,5,2,0.961335676625659,0.5238095238095238,0.9612768747374778,0.4620244357240266,0.9773259448537985,2.910356501097321,0.7750254003058645,0.21420374470372328
374,all_features,200,10.0,5,4,0.8910369068541301,0.5343915343915344,0.8890679590548933,0.46351789296106605,1.2572883765776321,2.9071718580431796,0.7105797193760615,0.21506359832834143
375,all_features,200,10.0,10,1,0.9173989455184535,0.5396825396825397,0.9168474015774774,0.4678278294758655,1.23072811924481,2.8348139739285663,0.7166937320989293,0.23460022703928707
376,all_features,200,10.0,10,2,0.8910369068541301,0.5343915343915344,0.8896282010357378,0.4564429665878941,1.2643794500301524,2.8971695793567815,0.7089473965877607,0.21776421357366904
377,all_features,200,10.0,10,4,0.8523725834797891,0.5343915343915344,0.8486601499028398,0.45477882282215387,1.3721198282138145,2.900951901608795,0.6841462045387867,0.2167429865656254
378,all_features,200,20.0,2,1,1.0,0.5291005291005291,1.0,0.4613203186766406,0.5208150059936407,2.8665478961086794,0.8801114939134805,0.22603206805065656
379,all_features,200,20.0,2,2,0.9859402460456942,0.5396825396825397,0.9859129181898414,0.47507553464159263,0.6850977289854467,2.9198618826694824,0.8422945915419048,0.21163729167923973
380,all_features,200,20.0,2,4,0.9226713532513181,0.5555555555555556,0.9218447871903828,0.48692194244854387,1.142985228972381,2.912098109124216,0.7368916217784047,0.2137335105364616
381,all_features,200,20.0,5,1,0.9964850615114236,0.5291005291005291,0.9964810468888428,0.46106624074726144,0.6534915484435415,2.8794165967799508,0.8495701456727627,0.22255751886941333
382,all_features,200,20.0,5,2,0.9824253075571178,0.5291005291005291,0.9823737468378577,0.4618742400995203,0.7358861242007332,2.9248630665359325,0.8306034060752426,0.21028697203529823
383,all_features,200,20.0,5,4,0.9226713532513181,0.5555555555555556,0.9218447871903828,0.48692194244854387,1.142985228972381,2.912098109124216,0.7368916217784047,0.2137335105364616
384,all_features,200,20.0,10,1,0.9630931458699473,0.544973544973545,0.9630809788346973,0.47196503122321726,0.9750332315373231,2.844284140109312,0.7755531692280992,0.23204328217048575
385,all_features,200,20.0,10,2,0.9437609841827768,0.5343915343915344,0.9435588862273979,0.4624092314913571,1.072724936007991,2.9088327954368443,0.7530651218960354,0.21461514523205205
386,all_features,200,20.0,10,4,0.8769771528998243,0.5343915343915344,0.8732631381441592,0.4561993122942422,1.2714386290425124,2.913881468699751,0.7073224157092346,0.2132520034510672
387,all_features,200,30.0,2,1,1.0,0.544973544973545,1.0,0.47916742686857633,0.5182786028119508,2.8801817460317456,0.880695358788314,0.22235092857142869
388,all_features,200,30.0,2,2,0.9876977152899824,0.5396825396825397,0.9876596080913449,0.47507553464159263,0.6839204852338463,2.9155013526574938,0.8425655860275759,0.21281463478247664
389,all_features,200,30.0,2,4,0.9226713532513181,0.5555555555555556,0.9218447871903828,0.48692194244854387,1.142985228972381,2.912098109124216,0.7368916217784047,0.2137335105364616
390,all_features,200,30.0,5,1,0.9964850615114236,0.5343915343915344,0.9964810468888428,0.46688509121773364,0.6505165219742093,2.887289940632021,0.8502549790106494,0.2204317160293543
391,all_features,200,30.0,5,2,0.9824253075571178,0.5291005291005291,0.9823737468378577,0.466980983812667,0.7349684706809076,2.922879063733736,0.8308146444388282,0.21082265279189127
392,all_features,200,30.0,5,4,0.9226713532513181,0.5555555555555556,0.9218447871903828,0.48692194244854387,1.142985228972381,2.912098109124216,0.7368916217784047,0.2137335105364616
393,all_features,200,30.0,10,1,0.9630931458699473,0.5555555555555556,0.9630809788346973,0.48124077217093725,0.9736983044053587,2.8493448648500492,0.7758604614868548,0.23067688649048668
394,all_features,200,30.0,10,2,0.9437609841827768,0.5343915343915344,0.9435588862273979,0.4621459726098346,1.0721240917356412,2.908768431639448,0.7532034326616117,0.21463252345734907
395,all_features,200,30.0,10,4,0.8769771528998243,0.5343915343915344,0.8732631381441592,0.4561993122942422,1.2714386290425124,2.913881468699751,0.7073224157092346,0.2132520034510672
396,all_features,500,,2,1,1.0,0.5343915343915344,1.0,0.4646887608806092,0.513458137082601,2.8601647830687833,0.8818050012300298,0.22775550857142857
397,all_features,500,,2,2,0.9876977152899824,0.5343915343915344,0.9876789280653684,0.4649138113746449,0.6778993422482152,2.8938278765864442,0.8439516172078861,0.21866647332166
