Match_ID,Date,League,Matchday,Team_Home,Team_Away,Goals_Home,Goals_Away
26.2.2023_Bayern_Union Berlin_3_0,26.2.2023,1. Bundesliga,Spieltag 22 von 34,Bayern,Union Berlin,3,0
3.3.2023_Dortmund_RB Leipzig_2_1,3.3.2023,1. Bundesliga,Spieltag 23 von 34,Dortmund,RB Leipzig,2,1
4.3.2023_Union Berlin_Köln_0_0,4.3.2023,1. Bundesliga,Spieltag 23 von 34,Union Berlin,Köln,0,0
4.3.2023_Mönchengladbach_Freiburg_0_0,4.3.2023,1. Bundesliga,Spieltag 23 von 34,Mönchengladbach,Freiburg,0,0
4.3.2023_Augsburg_Werder Bremen_2_1,4.3.2023,1. Bundesliga,Spieltag 23 von 34,Augsburg,Werder Bremen,2,1
4.3.2023_Mainz_Hoffenheim_1_0,4.3.2023,1. Bundesliga,Spieltag 23 von 34,Mainz,Hoffenheim,1,0
4.3.2023_Bochum_Schalke_0_2,4.3.2023,1. Bundesliga,Spieltag 23 von 34,Bochum,Schalke,0,2
4.3.2023_VfB Stuttgart_Bayern_1_2,4.3.2023,1. Bundesliga,Spieltag 23 von 34,VfB Stuttgart,Bayern,1,2
5.3.2023_Leverkusen_Hertha_4_1,5.3.2023,1. Bundesliga,Spieltag 23 von 34,Leverkusen,Hertha,4,1
5.3.2023_Wolfsburg_Eintracht Frankfurt_2_2,5.3.2023,1. Bundesliga,Spieltag 23 von 34,Wolfsburg,Eintracht Frankfurt,2,2
10.3.2023_Köln_Bochum_0_2,10.3.2023,1. Bundesliga,Spieltag 24 von 34,Köln,Bochum,0,2
11.3.2023_RB Leipzig_Mönchengladbach_3_0,11.3.2023,1. Bundesliga,Spieltag 24 von 34,RB Leipzig,Mönchengladbach,3,0
11.3.2023_Bayern_Augsburg_5_3,11.3.2023,1. Bundesliga,Spieltag 24 von 34,Bayern,Augsburg,5,3
11.3.2023_Hertha_Mainz_1_1,11.3.2023,1. Bundesliga,Spieltag 24 von 34,Hertha,Mainz,1,1
11.3.2023_Eintracht Frankfurt_VfB Stuttgart_1_1,11.3.2023,1. Bundesliga,Spieltag 24 von 34,Eintracht Frankfurt,VfB Stuttgart,1,1
11.3.2023_Schalke_Dortmund_2_2,11.3.2023,1. Bundesliga,Spieltag 24 von 34,Schalke,Dortmund,2,2
12.3.2023_Freiburg_Hoffenheim_2_1,12.3.2023,1. Bundesliga,Spieltag 24 von 34,Freiburg,Hoffenheim,2,1
12.3.2023_Werder Bremen_Leverkusen_2_3,12.3.2023,1. Bundesliga,Spieltag 24 von 34,Werder Bremen,Leverkusen,2,3
12.3.2023_Wolfsburg_Union Berlin_1_1,12.3.2023,1. Bundesliga,Spieltag 24 von 34,Wolfsburg,Union Berlin,1,1
17.3.2023_Mönchengladbach_Werder Bremen_2_2,17.3.2023,1. Bundesliga,Spieltag 25 von 34,Mönchengladbach,Werder Bremen,2,2
18.3.2023_Augsburg_Schalke_1_1,18.3.2023,1. Bundesliga,Spieltag 25 von 34,Augsburg,Schalke,1,1
18.3.2023_Hoffenheim_Hertha_3_1,18.3.2023,1. Bundesliga,Spieltag 25 von 34,Hoffenheim,Hertha,3,1
18.3.2023_VfB Stuttgart_Wolfsburg_0_1,18.3.2023,1. Bundesliga,Spieltag 25 von 34,VfB Stuttgart,Wolfsburg,0,1
18.3.2023_Bochum_RB Leipzig_1_0,18.3.2023,1. Bundesliga,Spieltag 25 von 34,Bochum,RB Leipzig,1,0
18.3.2023_Dortmund_Köln_6_1,18.3.2023,1. Bundesliga,Spieltag 25 von 34,Dortmund,Köln,6,1
19.3.2023_Union Berlin_Eintracht Frankfurt_2_0,19.3.2023,1. Bundesliga,Spieltag 25 von 34,Union Berlin,Eintracht Frankfurt,2,0
19.3.2023_Leverkusen_Bayern_2_1,19.3.2023,1. Bundesliga,Spieltag 25 von 34,Leverkusen,Bayern,2,1
19.3.2023_Mainz_Freiburg_1_1,19.3.2023,1. Bundesliga,Spieltag 25 von 34,Mainz,Freiburg,1,1
31.3.2023_Eintracht Frankfurt_Bochum_1_1,31.3.2023,1. Bundesliga,Spieltag 26 von 34,Eintracht Frankfurt,Bochum,1,1
1.4.2023_RB Leipzig_Mainz_0_3,1.4.2023,1. Bundesliga,Spieltag 26 von 34,RB Leipzig,Mainz,0,3
1.4.2023_Schalke_Leverkusen_0_3,1.4.2023,1. Bundesliga,Spieltag 26 von 34,Schalke,Leverkusen,0,3
1.4.2023_Union Berlin_VfB Stuttgart_3_0,1.4.2023,1. Bundesliga,Spieltag 26 von 34,Union Berlin,VfB Stuttgart,3,0
1.4.2023_Wolfsburg_Augsburg_2_2,1.4.2023,1. Bundesliga,Spieltag 26 von 34,Wolfsburg,Augsburg,2,2
1.4.2023_Freiburg_Hertha_1_1,1.4.2023,1. Bundesliga,Spieltag 26 von 34,Freiburg,Hertha,1,1
1.4.2023_Bayern_Dortmund_4_2,1.4.2023,1. Bundesliga,Spieltag 26 von 34,Bayern,Dortmund,4,2
2.4.2023_Köln_Mönchengladbach_0_0,2.4.2023,1. Bundesliga,Spieltag 26 von 34,Köln,Mönchengladbach,0,0
2.4.2023_Werder Bremen_Hoffenheim_1_2,2.4.2023,1. Bundesliga,Spieltag 26 von 34,Werder Bremen,Hoffenheim,1,2
8.4.2023_Dortmund_Union Berlin_2_1,8.4.2023,1. Bundesliga,Spieltag 27 von 34,Dortmund,Union Berlin,2,1
8.4.2023_Freiburg_Bayern_0_1,8.4.2023,1. Bundesliga,Spieltag 27 von 34,Freiburg,Bayern,0,1
8.4.2023_Mainz_Werder Bremen_2_2,8.4.2023,1. Bundesliga,Spieltag 27 von 34,Mainz,Werder Bremen,2,2
8.4.2023_Augsburg_Köln_1_3,8.4.2023,1. Bundesliga,Spieltag 27 von 34,Augsburg,Köln,1,3
8.4.2023_Leverkusen_Eintracht Frankfurt_3_1,8.4.2023,1. Bundesliga,Spieltag 27 von 34,Leverkusen,Eintracht Frankfurt,3,1
8.4.2023_Hertha_RB Leipzig_0_1,8.4.2023,1. Bundesliga,Spieltag 27 von 34,Hertha,RB Leipzig,0,1
9.4.2023_Mönchengladbach_Wolfsburg_2_0,9.4.2023,1. Bundesliga,Spieltag 27 von 34,Mönchengladbach,Wolfsburg,2,0
9.4.2023_Bochum_VfB Stuttgart_2_3,9.4.2023,1. Bundesliga,Spieltag 27 von 34,Bochum,VfB Stuttgart,2,3
9.4.2023_Hoffenheim_Schalke_2_0,9.4.2023,1. Bundesliga,Spieltag 27 von 34,Hoffenheim,Schalke,2,0
14.4.2023_Schalke_Hertha_5_2,14.4.2023,1. Bundesliga,Spieltag 28 von 34,Schalke,Hertha,5,2
15.4.2023_Köln_Mainz_1_1,15.4.2023,1. Bundesliga,Spieltag 28 von 34,Köln,Mainz,1,1
15.4.2023_VfB Stuttgart_Dortmund_3_3,15.4.2023,1. Bundesliga,Spieltag 28 von 34,VfB Stuttgart,Dortmund,3,3
15.4.2023_Bayern_Hoffenheim_1_1,15.4.2023,1. Bundesliga,Spieltag 28 von 34,Bayern,Hoffenheim,1,1
15.4.2023_RB Leipzig_Augsburg_3_2,15.4.2023,1. Bundesliga,Spieltag 28 von 34,RB Leipzig,Augsburg,3,2
15.4.2023_Eintracht Frankfurt_Mönchengladbach_1_1,15.4.2023,1. Bundesliga,Spieltag 28 von 34,Eintracht Frankfurt,Mönchengladbach,1,1
16.4.2023_Werder Bremen_Freiburg_1_2,16.4.2023,1. Bundesliga,Spieltag 28 von 34,Werder Bremen,Freiburg,1,2
16.4.2023_Union Berlin_Bochum_1_1,16.4.2023,1. Bundesliga,Spieltag 28 von 34,Union Berlin,Bochum,1,1
16.4.2023_Wolfsburg_Leverkusen_0_0,16.4.2023,1. Bundesliga,Spieltag 28 von 34,Wolfsburg,Leverkusen,0,0
21.4.2023_Augsburg_VfB Stuttgart_1_1,21.4.2023,1. Bundesliga,Spieltag 29 von 34,Augsburg,VfB Stuttgart,1,1
22.4.2023_Hoffenheim_Köln_1_3,22.4.2023,1. Bundesliga,Spieltag 29 von 34,Hoffenheim,Köln,1,3
22.4.2023_Bochum_Wolfsburg_1_5,22.4.2023,1. Bundesliga,Spieltag 29 von 34,Bochum,Wolfsburg,1,5
22.4.2023_Hertha_Werder Bremen_2_4,22.4.2023,1. Bundesliga,Spieltag 29 von 34,Hertha,Werder Bremen,2,4
22.4.2023_Mainz_Bayern_3_1,22.4.2023,1. Bundesliga,Spieltag 29 von 34,Mainz,Bayern,3,1
22.4.2023_Dortmund_Eintracht Frankfurt_4_0,22.4.2023,1. Bundesliga,Spieltag 29 von 34,Dortmund,Eintracht Frankfurt,4,0
23.4.2023_Freiburg_Schalke_4_0,23.4.2023,1. Bundesliga,Spieltag 29 von 34,Freiburg,Schalke,4,0
23.4.2023_Leverkusen_RB Leipzig_2_0,23.4.2023,1. Bundesliga,Spieltag 29 von 34,Leverkusen,RB Leipzig,2,0
23.4.2023_Mönchengladbach_Union Berlin_0_1,23.4.2023,1. Bundesliga,Spieltag 29 von 34,Mönchengladbach,Union Berlin,0,1
28.4.2023_Bochum_Dortmund_1_1,28.4.2023,1. Bundesliga,Spieltag 30 von 34,Bochum,Dortmund,1,1
29.4.2023_Köln_Freiburg_0_1,29.4.2023,1. Bundesliga,Spieltag 30 von 34,Köln,Freiburg,0,1
29.4.2023_Eintracht Frankfurt_Augsburg_1_1,29.4.2023,1. Bundesliga,Spieltag 30 von 34,Eintracht Frankfurt,Augsburg,1,1
29.4.2023_VfB Stuttgart_Mönchengladbach_2_1,29.4.2023,1. Bundesliga,Spieltag 30 von 34,VfB Stuttgart,Mönchengladbach,2,1
29.4.2023_RB Leipzig_Hoffenheim_1_0,29.4.2023,1. Bundesliga,Spieltag 30 von 34,RB Leipzig,Hoffenheim,1,0
29.4.2023_Union Berlin_Leverkusen_0_0,29.4.2023,1. Bundesliga,Spieltag 30 von 34,Union Berlin,Leverkusen,0,0
29.4.2023_Schalke_Werder Bremen_2_1,29.4.2023,1. Bundesliga,Spieltag 30 von 34,Schalke,Werder Bremen,2,1
30.4.2023_Bayern_Hertha_2_0,30.4.2023,1. Bundesliga,Spieltag 30 von 34,Bayern,Hertha,2,0
30.4.2023_Wolfsburg_Mainz_3_0,30.4.2023,1. Bundesliga,Spieltag 30 von 34,Wolfsburg,Mainz,3,0
5.5.2023_Leverkusen_Köln_1_2,5.5.2023,1. Bundesliga,Spieltag 31 von 34,Leverkusen,Köln,1,2
5.5.2023_Mainz_Schalke_2_3,5.5.2023,1. Bundesliga,Spieltag 31 von 34,Mainz,Schalke,2,3
6.5.2023_Freiburg_RB Leipzig_0_1,6.5.2023,1. Bundesliga,Spieltag 31 von 34,Freiburg,RB Leipzig,0,1
6.5.2023_Mönchengladbach_Bochum_2_0,6.5.2023,1. Bundesliga,Spieltag 31 von 34,Mönchengladbach,Bochum,2,0
6.5.2023_Hoffenheim_Eintracht Frankfurt_3_1,6.5.2023,1. Bundesliga,Spieltag 31 von 34,Hoffenheim,Eintracht Frankfurt,3,1
6.5.2023_Hertha_VfB Stuttgart_2_1,6.5.2023,1. Bundesliga,Spieltag 31 von 34,Hertha,VfB Stuttgart,2,1
6.5.2023_Augsburg_Union Berlin_1_0,6.5.2023,1. Bundesliga,Spieltag 31 von 34,Augsburg,Union Berlin,1,0
6.5.2023_Werder Bremen_Bayern_1_2,6.5.2023,1. Bundesliga,Spieltag 31 von 34,Werder Bremen,Bayern,1,2
7.5.2023_Dortmund_Wolfsburg_6_0,7.5.2023,1. Bundesliga,Spieltag 31 von 34,Dortmund,Wolfsburg,6,0
12.5.2023_Köln_Hertha_5_2,12.5.2023,1. Bundesliga,Spieltag 32 von 34,Köln,Hertha,5,2
13.5.2023_Bochum_Augsburg_3_2,13.5.2023,1. Bundesliga,Spieltag 32 von 34,Bochum,Augsburg,3,2
13.5.2023_Wolfsburg_Hoffenheim_2_1,13.5.2023,1. Bundesliga,Spieltag 32 von 34,Wolfsburg,Hoffenheim,2,1
13.5.2023_Bayern_Schalke_6_0,13.5.2023,1. Bundesliga,Spieltag 32 von 34,Bayern,Schalke,6,0
13.5.2023_Eintracht Frankfurt_Mainz_3_0,13.5.2023,1. Bundesliga,Spieltag 32 von 34,Eintracht Frankfurt,Mainz,3,0
13.5.2023_Union Berlin_Freiburg_4_2,13.5.2023,1. Bundesliga,Spieltag 32 von 34,Union Berlin,Freiburg,4,2
13.5.2023_Dortmund_Mönchengladbach_5_2,13.5.2023,1. Bundesliga,Spieltag 32 von 34,Dortmund,Mönchengladbach,5,2
14.5.2023_VfB Stuttgart_Leverkusen_1_1,14.5.2023,1. Bundesliga,Spieltag 32 von 34,VfB Stuttgart,Leverkusen,1,1
14.5.2023_RB Leipzig_Werder Bremen_2_1,14.5.2023,1. Bundesliga,Spieltag 32 von 34,RB Leipzig,Werder Bremen,2,1
19.5.2023_Freiburg_Wolfsburg_2_0,19.5.2023,1. Bundesliga,Spieltag 33 von 34,Freiburg,Wolfsburg,2,0
20.5.2023_Hoffenheim_Union Berlin_4_2,20.5.2023,1. Bundesliga,Spieltag 33 von 34,Hoffenheim,Union Berlin,4,2
20.5.2023_Werder Bremen_Köln_1_1,20.5.2023,1. Bundesliga,Spieltag 33 von 34,Werder Bremen,Köln,1,1
20.5.2023_Schalke_Eintracht Frankfurt_2_2,20.5.2023,1. Bundesliga,Spieltag 33 von 34,Schalke,Eintracht Frankfurt,2,2
20.5.2023_Hertha_Bochum_1_1,20.5.2023,1. Bundesliga,Spieltag 33 von 34,Hertha,Bochum,1,1
20.5.2023_Bayern_RB Leipzig_1_3,20.5.2023,1. Bundesliga,Spieltag 33 von 34,Bayern,RB Leipzig,1,3
21.5.2023_Mainz_VfB Stuttgart_1_4,21.5.2023,1. Bundesliga,Spieltag 33 von 34,Mainz,VfB Stuttgart,1,4
21.5.2023_Augsburg_Dortmund_0_3,21.5.2023,1. Bundesliga,Spieltag 33 von 34,Augsburg,Dortmund,0,3
21.5.2023_Leverkusen_Mönchengladbach_2_2,21.5.2023,1. Bundesliga,Spieltag 33 von 34,Leverkusen,Mönchengladbach,2,2
27.5.2023_Bochum_Leverkusen_3_0,27.5.2023,1. Bundesliga,Spieltag 34 von 34,Bochum,Leverkusen,3,0
27.5.2023_Dortmund_Mainz_2_2,27.5.2023,1. Bundesliga,Spieltag 34 von 34,Dortmund,Mainz,2,2
27.5.2023_Union Berlin_Werder Bremen_1_0,27.5.2023,1. Bundesliga,Spieltag 34 von 34,Union Berlin,Werder Bremen,1,0
27.5.2023_Köln_Bayern_1_2,27.5.2023,1. Bundesliga,Spieltag 34 von 34,Köln,Bayern,1,2
27.5.2023_Wolfsburg_Hertha_1_2,27.5.2023,1. Bundesliga,Spieltag 34 von 34,Wolfsburg,Hertha,1,2
27.5.2023_RB Leipzig_Schalke_4_2,27.5.2023,1. Bundesliga,Spieltag 34 von 34,RB Leipzig,Schalke,4,2
27.5.2023_Eintracht Frankfurt_Freiburg_2_1,27.5.2023,1. Bundesliga,Spieltag 34 von 34,Eintracht Frankfurt,Freiburg,2,1
27.5.2023_Mönchengladbach_Augsburg_2_0,27.5.2023,1. Bundesliga,Spieltag 34 von 34,Mönchengladbach,Augsburg,2,0
27.5.2023_VfB Stuttgart_Hoffenheim_1_1,27.5.2023,1. Bundesliga,Spieltag 34 von 34,VfB Stuttgart,Hoffenheim,1,1
